t,nmse_dm
36,0.5849395394325256
35,0.5307308435440063
34,0.4802350699901581
33,0.433499276638031
32,0.3905159533023834
31,0.35123342275619507
30,0.31554511189460754
29,0.2833006978034973
28,0.25432947278022766
27,0.22845125198364258
26,0.2054746150970459
25,0.18519780039787292
24,0.1674155592918396
23,0.15192794799804688
22,0.1385415941476822
21,0.1270601749420166
20,0.11728303134441376
19,0.10903117805719376
18,0.10217436403036118
17,0.09663055092096329
16,0.09232783317565918
15,0.08916795998811722
14,0.08701033145189285
13,0.08570192009210587
12,0.08514442294836044
11,0.0852179229259491
10,0.08572603762149811
9,0.08647921681404114
8,0.0873490646481514
7,0.08842270821332932
6,0.08939078450202942
5,0.09000327438116074
4,0.09033586084842682
3,0.09053003042936325
2,0.0906541720032692
1,0.09070197492837906
0,0.09069088846445084
