t,nmse_dm
68,1.3956292867660522
67,1.3133554458618164
66,1.2367302179336548
65,1.1653279066085815
64,1.098769187927246
63,1.0367499589920044
62,0.9789945483207703
61,0.925194501876831
60,0.8750023245811462
59,0.8280839920043945
58,0.7841739058494568
57,0.7430785894393921
56,0.7046318650245667
55,0.668645977973938
54,0.6349080204963684
53,0.6032138466835022
52,0.5734030604362488
51,0.5453632473945618
50,0.5190058350563049
49,0.4942343831062317
48,0.47093409299850464
47,0.4489913582801819
46,0.4283204972743988
45,0.40886983275413513
44,0.3906038701534271
43,0.3734767436981201
42,0.35742059350013733
41,0.3423604667186737
40,0.3282444477081299
39,0.31507471203804016
38,0.3028107285499573
37,0.29139935970306396
36,0.28079718351364136
35,0.27095070481300354
34,0.26182040572166443
33,0.25338026881217957
32,0.24560967087745667
31,0.23848417401313782
30,0.23197050392627716
29,0.22602656483650208
28,0.22061114013195038
27,0.2156905233860016
26,0.21123701333999634
25,0.2072172611951828
24,0.20359818637371063
23,0.20035113394260406
22,0.19744525849819183
21,0.19483941793441772
20,0.19248829782009125
19,0.19035212695598602
18,0.18845343589782715
17,0.18683096766471863
16,0.18547970056533813
15,0.1843433827161789
14,0.18336820602416992
13,0.18250150978565216
12,0.1817290037870407
11,0.18105711042881012
10,0.18051114678382874
9,0.18008661270141602
8,0.17974896728992462
7,0.1795429140329361
6,0.1793600171804428
5,0.17908327281475067
4,0.17872965335845947
3,0.1783875823020935
2,0.1781242936849594
1,0.17792876064777374
0,0.17787031829357147
