t,nmse_dm
68,1.396513819694519
67,1.3339834213256836
66,1.2757564783096313
65,1.2218490839004517
64,1.1721879243850708
63,1.1266047954559326
62,1.0848499536514282
61,1.0466281175613403
60,1.011641025543213
59,0.9796174764633179
58,0.9503196477890015
57,0.9235293865203857
56,0.8990473747253418
55,0.876691997051239
54,0.8562851548194885
53,0.8376607298851013
52,0.8206940293312073
51,0.8052864670753479
50,0.7913223505020142
49,0.7786816358566284
48,0.7672547101974487
47,0.7569489479064941
46,0.7476885318756104
45,0.7394062280654907
44,0.7320350408554077
43,0.7255071997642517
42,0.7197582721710205
41,0.7147310376167297
40,0.7103749513626099
39,0.7066426873207092
38,0.7034859657287598
37,0.7008571028709412
36,0.6987111568450928
35,0.6970078945159912
34,0.6957126259803772
33,0.6947935819625854
32,0.6942196488380432
31,0.693960964679718
30,0.6939910650253296
29,0.6942877769470215
28,0.6948310732841492
27,0.6955974698066711
26,0.6965627074241638
25,0.6976862549781799
24,0.6989349722862244
23,0.7002362608909607
22,0.7016258835792542
21,0.7031866908073425
20,0.704824686050415
19,0.7064636945724487
18,0.7081705331802368
17,0.7098961472511292
16,0.7116129994392395
15,0.7133139967918396
14,0.714994490146637
13,0.7166422009468079
12,0.7182378768920898
11,0.7197687029838562
10,0.7212327122688293
9,0.7226406931877136
8,0.7240237593650818
7,0.7252965569496155
6,0.7263895273208618
5,0.7273020148277283
4,0.7280614972114563
3,0.7286328077316284
2,0.7290459871292114
1,0.7292791604995728
0,0.7293159365653992
